cityID,time,t,fid,x,y,rhi,PC1,PC2,PC3,PC4
1,2005,2,32,117.3328025,39.2945395,5579.87,-3.537927007,-0.17302197,2.564802503,1.682527877
2,2005,2,33,115.0556983,38.8862,3481.64,0.327908327,1.708889559,-0.236917802,2.588451282
3,2005,2,34,112.2910057,37.57371516,2890.66,0.455310357,1.742899448,-2.379514027,1.310098941
4,2005,2,35,111.624073,41.58407166,2988.87,0.003664002,1.06811287,-2.604268974,0.10414934
5,2005,2,36,124.0472795,41.55091067,3690.21,0.241998647,2.204494397,1.026125179,-0.845575456
6,2005,2,37,126.1893961,43.66493432,3263.99,1.154420345,3.608638981,-0.61097382,-1.029866962
7,2005,2,38,128.135853,46.95166178,3221.27,2.680020177,1.766102439,-3.060066196,-0.992196423
8,2005,2,39,121.4151598,31.08465728,8247.77,-3.156404451,-3.828475468,4.166860928,-1.841805448
9,2005,2,40,120.5538215,32.20300618,5276.29,1.758094175,-0.912556745,1.341988006,0.175994317
10,2005,2,41,120.0709758,29.17555776,6659.95,-1.495727993,-2.35134247,1.179431827,-2.0885678
11,2005,2,42,117.2258163,31.82631484,2640.96,2.502453212,-0.181377133,-0.969410981,0.643256194
12,2005,2,43,117.9817861,26.08380415,4450.36,-0.419994066,-2.501258138,0.556539529,-2.532666235
13,2005,2,44,111.7080139,27.60713887,3128.89,0.81509325,-2.318130634,-1.528662239,-3.511738513
14,2005,2,45,115.7205187,27.61361806,3930.55,0.513736977,0.51502154,2.118510067,2.429335429
15,2005,2,46,118.1537918,36.35127141,2870.58,2.931522907,0.810404122,-0.563239147,2.707014879
16,2005,2,47,113.6135136,33.88226127,3099.2,1.57651449,-1.879135165,0.211793256,-1.467205809
17,2005,2,48,112.268591,30.97568911,3117.74,1.443305477,-1.714100024,-0.717335923,-2.783507109
18,2005,2,49,113.4276925,23.71031747,4690.49,0.851400372,-2.303508162,-0.515773622,-2.753433846
19,2005,2,50,108.7866601,23.82858447,2494.67,1.563839449,-1.712412033,-1.949422263,-2.206651904
20,2005,2,51,109.74311,19.19713384,3004.03,0.004578099,-2.89906355,-0.762739701,-2.712880811
21,2005,2,52,107.8751823,30.05912925,2809.32,1.71376765,-0.021611556,-2.243000629,-1.070447307
22,2005,2,53,102.6923498,30.62979532,2802.78,2.874063302,0.140132835,-1.52014598,-0.339243205
23,2005,2,54,106.8741124,26.81589901,1876.96,1.650727218,-0.323665362,-3.253651527,-0.756157957
24,2005,2,55,101.861664,24.22399975,2041.79,1.819687146,0.335014474,-2.425130294,-0.299168095
25,2005,2,56,88.44235547,31.49119642,2077.9,-3.930621552,-0.544431995,-2.186606568,0.487933943
26,2005,2,57,108.367283,33.77575343,2052.63,1.740461127,1.233458432,-2.151450891,2.069718346
27,2005,2,58,96.43045075,40.50407365,1979.88,-0.007120314,-0.201734554,-2.993002755,1.588051787
28,2005,2,59,96.03756481,35.67094527,2151.46,-3.050527055,-2.382472059,-3.969097624,0.658696117
29,2005,2,60,105.9722025,37.19338985,2508.89,0.194427246,0.093200813,-2.362733965,1.345807698
30,2005,3,61,85.19105645,41.11736074,2482.15,-2.732558458,-1.901356192,1.999907971,1.022498898
0,2010,3,62,116.4104734,40.18506957,13262.29,-2.662375619,1.954406384,3.109197983,1.948358198
1,2010,3,63,117.3328025,39.2945395,10074.86,-2.844561174,1.42456456,3.694400904,2.757799693
2,2010,3,64,115.0556983,38.8862,5957.98,0.142200844,2.207986068,0.5821779,2.928867672
3,2010,3,65,112.2910057,37.57371516,4736.25,0.393783726,2.681354445,-2.415040607,1.964317818
4,2010,3,66,111.624073,41.58407166,5529.59,0.544309285,2.104313676,-1.946124122,0.47593588
5,2010,3,67,124.0472795,41.55091067,6907.93,-0.099354695,2.48704234,0.639140625,-0.598228535
6,2010,3,68,126.1893961,43.66493432,6237.44,0.93692093,3.552058663,-0.306789514,-0.925865167
7,2010,3,69,128.135853,46.95166178,6210.72,3.671334515,3.212154301,-2.499113898,-0.681215737
8,2010,3,70,121.4151598,31.08465728,13977.96,-1.655587908,-2.897072114,2.833278432,-0.87052206
9,2010,3,71,120.5538215,32.20300618,9118.24,1.952612444,-0.409369348,1.82879745,0.756097122
10,2010,3,72,120.0709758,29.17555776,11302.55,-2.36235985,-2.417672946,2.409268021,-1.931130565
11,2010,3,73,117.2258163,31.82631484,5285.17,2.515697387,0.232286467,-0.150190043,1.013178951
12,2010,3,74,117.9817861,26.08380415,7426.86,-1.246545029,-2.784744396,2.060085169,-2.402963197
13,2010,3,75,111.7080139,27.60713887,5788.56,0.310700614,-2.044457571,-0.824653348,-3.544601154
14,2010,3,76,115.7205187,27.61361806,6990.28,0.638240019,1.38104072,2.643889796,2.995104766
15,2010,3,77,118.1537918,36.35127141,5523.73,2.996014018,1.269248079,0.87438646,2.902562476
16,2010,3,78,113.6135136,33.88226127,5832.27,1.790269095,-1.499004918,0.866197381,-0.694976098
17,2010,3,79,112.268591,30.97568911,5621.96,1.137485934,-1.756820068,-0.02099646,-2.932021743
18,2010,3,80,113.4276925,23.71031747,7890.25,0.083153794,-2.342639074,0.907532759,-2.465813589
19,2010,3,81,108.7866601,23.82858447,4543.41,1.034111401,-1.856967054,-0.52245821,-2.197362521
20,2010,3,82,109.74311,19.19713384,5275.37,-0.944833299,-3.131161486,0.653872886,-2.399430401
21,2010,3,83,107.8751823,30.05912925,5276.66,0.997610021,-0.392597105,-1.039713499,-1.426979598
22,2010,3,84,102.6923498,30.62979532,5086.89,2.707437743,0.202326147,-1.000939255,-0.193085908
23,2010,3,85,106.8741124,26.81589901,3471.93,0.732843171,-0.406934373,-2.47040303,-1.005378326
24,2010,3,86,101.861664,24.22399975,3952.03,1.455677168,0.213709977,-1.936305807,-0.392120384
25,2010,3,87,88.44235547,31.49119642,4138.71,-6.644054668,-0.538332696,-0.339730687,1.108367373
26,2010,3,88,108.367283,33.77575343,4104.98,1.4863073,1.293922823,-1.195065621,2.164702977
27,2010,3,89,96.43045075,40.50407365,3424.65,-0.376283063,0.098309875,-1.963636475,1.753457379
28,2010,3,90,96.03756481,35.67094527,3862.68,-3.633143172,-2.209315528,-3.313622406,0.729773452
29,2010,3,91,105.9722025,37.19338985,4674.89,-0.438104648,0.10482611,-0.851278347,0.720076359
30,2010,3,92,85.19105645,41.11736074,4642.67,-2.066040752,-1.750294911,2.433911765,1.540842192
0,2015,4,93,116.4104734,40.18506957,20568.7,-3.855057228,1.034087604,4.884083134,1.602295389
1,2015,4,94,117.3328025,39.2945395,18481.6,-2.078551523,2.029481999,2.324270765,2.430859747
2,2015,4,95,115.0556983,38.8862,11050.5,-0.016482094,2.479083832,1.28103596,2.864909604
3,2015,4,96,112.2910057,37.57371516,9453.9,-0.012197071,3.2200233,-1.09619193,1.795522157
4,2015,4,97,111.624073,41.58407166,10775.9,0.624283962,2.703322506,-0.51574252,0.48559801
5,2015,4,98,124.0472795,41.55091067,12056.9,-0.549435972,2.682322703,0.980442682,-0.522197499
6,2015,4,99,126.1893961,43.66493432,11326.2,0.672090658,4.021538279,0.776353243,-1.228177283
7,2015,4,100,128.135853,46.95166178,11095.2,3.121644206,3.962949106,-0.739192379,-0.919750474
8,2015,4,101,121.4151598,31.08465728,23205.2,-1.956052445,-2.970555589,2.89799678,-1.163999269
9,2015,4,102,120.5538215,32.20300618,16256.7,1.793984764,-0.249551746,2.0649636,0.815101457
10,2015,4,103,120.0709758,29.17555776,21125,-2.69154414,-1.984547024,3.030000012,-1.470684254
11,2015,4,104,117.2258163,31.82631484,10820.7,2.015765279,0.486475038,0.956910271,1.279834441
12,2015,4,105,117.9817861,26.08380415,13792.7,-1.805352517,-2.81501883,2.476808075,-2.210060386
13,2015,4,106,111.7080139,27.60713887,11139.1,0.755350031,-2.123787865,-0.695358858,-3.663193018
14,2015,4,107,115.7205187,27.61361806,12930.4,0.566977734,1.721220942,2.524272174,3.184588151
15,2015,4,108,118.1537918,36.35127141,10852.9,2.972815947,1.608575201,1.381920701,3.059231968
16,2015,4,109,113.6135136,33.88226127,11843.9,1.594275153,-1.212930032,1.125728828,-0.525096385
17,2015,4,110,112.268591,30.97568911,10992.5,0.942383887,-1.721263896,0.147413698,-2.653087373
18,2015,4,111,113.4276925,23.71031747,13360.4,-0.042505506,-2.459273629,1.136806273,-2.380830089
19,2015,4,112,108.7866601,23.82858447,9466.6,0.626873182,-1.770518182,0.218035068,-2.011979847
20,2015,4,113,109.74311,19.19713384,10857.6,-2.091684561,-3.753742981,2.088355766,-2.358561615
21,2015,4,114,107.8751823,30.05912925,10504.7,0.441566586,-0.744740025,-0.91834346,-1.717447786
22,2015,4,115,102.6923498,30.62979532,10247.4,2.315579892,0.242734661,-0.554930207,-0.271935301
23,2015,4,116,106.8741124,26.81589901,7386.9,0.161077022,-0.916827812,-2.997574901,-0.941388728
24,2015,4,117,101.861664,24.22399975,8242.1,1.26315042,0.045169517,-1.113427866,-0.449465357
25,2015,4,118,88.44235547,31.49119642,8243.7,-8.189952862,-0.344832759,0.615376984,1.487129741
26,2015,4,119,108.367283,33.77575343,8688.9,1.14367301,1.017256032,-0.147896526,2.030684027
27,2015,4,120,96.43045075,40.50407365,6936.2,-0.833179052,0.490420092,-0.378689379,1.406702357
28,2015,4,121,96.03756481,35.67094527,7933.4,-3.401468823,-2.204996985,-2.915872037,0.288100872
29,2015,4,122,105.9722025,37.19338985,9118.7,-1.084553264,0.061024164,-0.018307465,0.074471316
30,2015,4,123,85.19105645,41.11736074,9425.1,-2.715348762,-1.651146479,4.38234427,1.459951794
0,2020,5,124,116.4104734,40.18506957,30125.7,-7.489186015,0.045878154,9.576000306,2.033679141
1,2020,5,125,117.3328025,39.2945395,25690.6,-1.208294564,2.780936644,2.60937091,1.880979379
2,2020,5,126,115.0556983,38.8862,16467,0.477736145,3.076284794,1.024509496,2.746499281
3,2020,5,127,112.2910057,37.57371516,13878,0.408751226,3.31380296,-1.27237908,1.314263749
4,2020,5,128,111.624073,41.58407166,16566.9,1.210107286,2.68692716,-0.654926124,0.074257094
5,2020,5,129,124.0472795,41.55091067,17450.3,-0.505260223,3.462188393,1.411276254,-0.970661812
6,2020,5,130,126.1893961,43.66493432,16067,0.431819586,4.392401049,0.328985208,-1.20237453
7,2020,5,131,128.135853,46.95166178,16168.4,3.76118497,4.089931059,-0.984107026,-0.98159517
8,2020,5,132,121.4151598,31.08465728,34911.3,-2.831969606,-3.240943888,4.41772388,-2.439515115
9,2020,5,133,120.5538215,32.20300618,24198.5,1.561834692,0.071461993,2.317676191,1.147598988
10,2020,5,134,120.0709758,29.17555776,31930.5,-3.177973773,-2.316966906,3.282137968,-1.283432763
11,2020,5,135,117.2258163,31.82631484,16620.2,2.234709873,1.276512301,0.91087766,1.630064059
12,2020,5,136,117.9817861,26.08380415,20880.3,-2.876056655,-2.954118474,4.560866955,-1.996651011
13,2020,5,137,111.7080139,27.60713887,16980.8,0.587693277,-2.037184146,-0.881696539,-3.660257653
14,2020,5,138,115.7205187,27.61361806,18753.2,1.08336607,2.61269681,1.974221016,3.239908942
15,2020,5,139,118.1537918,36.35127141,16107.9,3.299666434,1.959655199,1.346209734,3.034012506
16,2020,5,140,113.6135136,33.88226127,16305.9,1.673990167,-0.710383188,0.711251978,-0.561076922
17,2020,5,141,112.268591,30.97568911,16584.6,0.474667062,-1.591926807,0.680956458,-2.594245264
18,2020,5,142,113.4276925,23.71031747,20143.4,-0.321379402,-2.7437788,1.429336728,-2.507681148
19,2020,5,143,108.7866601,23.82858447,14814.9,0.03781328,-2.074788632,0.146944658,-1.823714852
20,2020,5,144,109.74311,19.19713384,16278.8,-3.405197631,-4.058668779,4.152199462,-2.034713964
21,2020,5,145,107.8751823,30.05912925,16361.4,-0.059734885,-0.966805023,-0.558542073,-1.947221761
22,2020,5,146,102.6923498,30.62979532,15929.1,1.837012393,0.465780615,-0.390629988,-0.73057253
23,2020,5,147,106.8741124,26.81589901,11642.3,-0.760458879,-1.78262226,-2.823448119,-1.505261174
24,2020,5,148,101.861664,24.22399975,12841.9,0.894836664,0.174306072,-0.864446282,-0.479409091
25,2020,5,149,88.44235547,31.49119642,14598.4,-8.31387868,-0.636739291,0.303976658,1.007331014
26,2020,5,150,108.367283,33.77575343,13316.5,1.003229676,1.165883498,-0.229224646,1.818476406
27,2020,5,151,96.43045075,40.50407365,10344.3,-0.72237964,0.674903845,-0.261500524,1.385731971
28,2020,5,152,96.03756481,35.67094527,12342.5,-3.634966689,-2.140359773,-3.268393622,0.657823929
29,2020,5,153,105.9722025,37.19338985,13889.4,-1.186318026,0.013946764,0.359415525,0.073782583
30,2020,5,154,85.19105645,41.11736074,14056.1,-2.644477202,-1.925528063,4.243941636,0.884236203
0,2023,6,155,116.4104734,40.18506957,34753.8,-3.854848759,0.130918942,4.215524821,1.329712884
1,2023,6,156,117.3328025,39.2945395,29017.8,-0.580710675,2.861220014,1.907815651,1.821071095
2,2023,6,157,115.0556983,38.8862,19364.2,0.496255713,3.168145806,0.86029399,2.626467571
3,2023,6,158,112.2910057,37.57371516,16322.7,0.26734903,3.325633848,-1.359035806,1.257219355
4,2023,6,159,111.624073,41.58407166,19640.9,0.307588583,3.068954608,-0.517645361,0.337053253
5,2023,6,160,124.0472795,41.55091067,19908,-0.660064674,3.500827066,1.104497905,-0.894094106
6,2023,6,161,126.1893961,43.66493432,18134.5,0.067426784,4.553774654,0.028908507,-1.165623673
7,2023,6,162,128.135853,46.95166178,18577.4,3.662858827,3.97334447,-2.114883075,-0.610368326
8,2023,6,163,121.4151598,31.08465728,39729.4,-2.188190565,-3.139376466,3.231731555,-2.303245296
9,2023,6,164,120.5538215,32.20300618,28486.5,1.754112133,0.074389025,1.788887251,1.112197579
10,2023,6,165,120.0709758,29.17555776,37565,-2.595959904,-2.334035546,2.286189971,-1.125134904
11,2023,6,166,117.2258163,31.82631484,19574.9,2.176299551,1.254328758,0.46093629,1.715373816
12,2023,6,167,117.9817861,26.08380415,24986.6,-2.313677891,-2.911822998,2.798846662,-2.129829548
13,2023,6,168,111.7080139,27.60713887,19936,0.487358144,-1.98483266,-1.204468842,-3.474542947
14,2023,6,169,115.7205187,27.61361806,22109.9,1.000435336,2.734954171,1.828631653,3.246550526
15,2023,6,170,118.1537918,36.35127141,18697.3,3.165075504,2.07051811,0.998703396,3.07615514
16,2023,6,171,113.6135136,33.88226127,19709.5,1.510252794,-0.765641671,0.117017658,-0.4278678
17,2023,6,172,112.268591,30.97568911,19546.3,0.743725774,-1.626600498,-0.014711178,-2.563480906
18,2023,6,173,113.4276925,23.71031747,23597.8,-0.130972638,-2.708457492,0.786200511,-2.537874929
19,2023,6,174,108.7866601,23.82858447,17432.7,0.230816833,-2.122851166,-0.522523772,-1.783223003
20,2023,6,175,109.74311,19.19713384,19117.4,-4.037160281,-4.007677076,3.893636441,-1.903302487
21,2023,6,176,107.8751823,30.05912925,19312.7,-0.179990398,-1.139115316,-1.751730841,-1.710891722
22,2023,6,177,102.6923498,30.62979532,18672.4,1.749268132,0.27282892,-1.370952854,-0.639931554
23,2023,6,178,106.8741124,26.81589901,13706.7,-0.873910136,-1.50249613,-3.592225138,-1.205429023
24,2023,6,179,101.861664,24.22399975,15146.9,0.628970654,0.202585994,-1.472593592,-0.448282093
25,2023,6,180,88.44235547,31.49119642,18209.5,-9.004136269,-0.391104022,0.089900218,1.219201095
26,2023,6,181,108.367283,33.77575343,15704.3,0.979862331,1.097840675,-0.571695213,1.76748598
27,2023,6,182,96.43045075,40.50407365,12165.2,-0.988375349,0.638046325,-0.225032023,1.382723872
28,2023,6,183,96.03756481,35.67094527,14456.2,-3.706971052,-2.090612409,-3.63935693,0.52846862
29,2023,6,184,105.9722025,37.19338985,16430.3,-1.864084672,0.146585674,0.305969066,0.084363049
30,2023,6,185,85.19105645,41.11736074,16549.9,-3.298438511,-1.574821295,5.194149181,1.171315546
